"analysis_id","spec","subset","term","metric","estimator","rho","k_es","k_study","k_cluster","est_z","se_z","t_stat","df","p","ci_lb_z","ci_ub_z","pi_lb_z","pi_ub_z","est_r","ci_lb_r","ci_ub_r","pi_lb_r","pi_ub_r","sigma2_cluster","sigma2_study","sigma2_esid","pct_cluster","pct_study","pct_esid","pct_sampling","typical_v","value","ms_input","ms_label","note"
"C1","paris_mid","defined_classified","interaction_HTZ","F_test","3LMA-RVE_CR2",0.6,2705,113,112,,,4.5435596686911,6.0016344199222,0.0770303896047842,,,,,,,,,,0.02058390453916,1.78268969126447e-09,0.0118440715575858,,,,,,,TRUE,"c1_paris_mid_interaction_htz","H0: Paris shift equal across levels {performance, disclosure}; rma.mv mods=~ 0 + cell(CER_measure x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]; HTZ; num_df = 1"
"C2","levels","classified","lvl::loan (interest rate)","Fisher_z","3LMA-RVE_CR2",0.6,1352,68,67,-0.0383298305858285,0.00952331776088738,-4.02484003455714,64.6563660980428,0.000152056565447252,-0.057351125986662,-0.0193085351849951,-0.392852841571125,0.316193180399468,-0.0383110705225393,-0.0572883297536418,-0.0193061360097676,-0.373817029098701,0.306060730340419,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","lvl::bond (yield)","Fisher_z","3LMA-RVE_CR2",0.6,654,25,25,-0.0914901896113241,0.0147341194068212,-6.20941008316847,19.7564838436641,4.84561524061229e-06,-0.122249328231577,-0.0607310509910716,-0.462779167574699,0.279798788352051,-0.0912357699220068,-0.121643945669211,-0.0606564969990252,-0.432346599596827,0.27271884436788,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","lvl::rating","Fisher_z","3LMA-RVE_CR2",0.6,398,24,24,-0.0582434391828093,0.016569228874566,-3.51515689859373,25.9719860967899,0.00163390803786495,-0.0923037649450606,-0.0241831134205579,-0.424177273677875,0.307690395312256,-0.0581776687217885,-0.0920425130223056,-0.0241784002429952,-0.400443714711991,0.298334507806965,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","lvl::derivativ (CDS spread)","Fisher_z","3LMA-RVE_CR2",0.6,309,11,11,-0.122431821383148,0.0803108640621715,-1.52447396517076,6.66143046400205,0.173363926370717,-0.314311101152986,0.0694474583866899,-0.587343255352781,0.342479612586484,-0.121823734430923,-0.304353970293696,0.0693360261601994,-0.527982159250411,0.329689289531048,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","pair::loan (interest rate) - bond (yield)","Fisher_z","3LMA-RVE_CR2",0.6,2713,115,114,0.0531603590254956,0.0153593363350178,3.4611104194844,7.69784783383943,0.0090785142890313,0.0174982109053224,0.0888225071456687,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"pairwise contrast (z scale); rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","pair::loan (interest rate) - rating","Fisher_z","3LMA-RVE_CR2",0.6,2713,115,114,0.0199136085969807,0.0159278236681899,1.25024039767285,6.6077537424226,0.253666920885688,-0.0182077116550535,0.0580349288490149,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"pairwise contrast (z scale); rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","pair::loan (interest rate) - derivativ (CDS spread)","Fisher_z","3LMA-RVE_CR2",0.6,2713,115,114,0.0841019907973197,0.0764542038530235,1.10003095394203,6.73494495424996,0.309075871722272,-0.0981358301216557,0.266339811716295,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"pairwise contrast (z scale); rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","pair::bond (yield) - rating","Fisher_z","3LMA-RVE_CR2",0.6,2713,115,114,-0.0332467504285149,0.0126367568722093,,2.11345223342672,,-0.0849149246676009,0.0184214238105712,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"descriptive [DEC-048 double rule]; pairwise contrast (z scale); rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","pair::bond (yield) - derivativ (CDS spread)","Fisher_z","3LMA-RVE_CR2",0.6,2713,115,114,0.0309416317718241,0.0732552793803321,0.422380912796457,5.99321120763596,0.687480682125331,-0.148356809407935,0.210240072951583,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"pairwise contrast (z scale); rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","pair::rating - derivativ (CDS spread)","Fisher_z","3LMA-RVE_CR2",0.6,2713,115,114,0.064188382200339,0.0702006843317012,,4.54050505111154,,-0.121901852013519,0.250278616414197,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"descriptive [DEC-048 double rule]; pairwise contrast (z scale); rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C2","levels","classified","levels_HTZ","F_test","3LMA-RVE_CR2",0.6,2713,115,114,,,3.42899848614618,4.7796082448743,0.113392236844695,,,,,,,,,,0.0195702235993876,2.06470228235303e-09,0.011844497509772,,,,,,,FALSE,,"H0: all level means equal; rma.mv mods=~ 0 + COD_instrument (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]; HTZ; num_df = 3"
"C2","paris_mid","defined_classified","cell_pre::loan (interest rate)","Fisher_z","3LMA-RVE_CR2",0.6,969,45,44,-0.038474214674798,0.0112340024872049,-3.42480026318481,39.201243618382,0.00145568497153203,-0.0611934004612741,-0.0157550288883219,,,-0.0384552418949897,-0.0611171324370299,-0.0157537254417369,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_post::loan (interest rate)","Fisher_z","3LMA-RVE_CR2",0.6,377,23,23,-0.0221899111329678,0.025599319978225,-0.866816429180258,14.9725110190936,0.399721295430868,-0.0767622964705469,0.0323824742046113,,,-0.0221862698040888,-0.076611878324481,0.0323711599302873,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_pre::bond (yield)","Fisher_z","3LMA-RVE_CR2",0.6,333,17,17,-0.0874819953008043,0.0175223187402041,-4.99260380991024,15.8630138776562,0.000136229930585979,-0.124653738866507,-0.0503102517351015,,,-0.0872595068948039,-0.124012080439702,-0.0502678475478769,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_post::bond (yield)","Fisher_z","3LMA-RVE_CR2",0.6,321,8,8,-0.138218871327186,0.0643087387087846,-2.14930154287577,6.24893820343275,0.0733638960463674,-0.29406956921658,0.0176318265622083,,,-0.137345347201957,-0.285876127654108,0.0176299996542877,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_pre::rating","Fisher_z","3LMA-RVE_CR2",0.6,383,20,20,-0.0624396325333174,0.0183915104661589,-3.39502471252748,22.3930917488644,0.00255578413390918,-0.100542508390109,-0.0243367566765262,,,-0.0623586142520036,-0.100205084800959,-0.0243319531082445,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_post::rating","Fisher_z","3LMA-RVE_CR2",0.6,13,3,3,-0.0098691869577765,0.121066642086924,,3.0024522331636,,-0.39497931393992,0.375240940024367,,,-0.0098688665478563,-0.375644894234705,0.358567378716889,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"descriptive [DEC-048 double rule]; rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_pre::derivativ (CDS spread)","Fisher_z","3LMA-RVE_CR2",0.6,309,11,11,-0.123930489234772,0.079948155711478,-1.55013568645687,6.94433629336494,0.16538376647478,-0.313285459307941,0.0654244808383963,,,-0.123299889907836,-0.303423044756748,0.06533129354964,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","cell_post::derivativ (CDS spread)","Fisher_z","not_estimable",0.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,"0 clusters in cell (empty by design; ex-ante pin) [DEC-048]; rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","diff::loan (interest rate)","Fisher_z","3LMA-RVE_CR2",0.6,2705,113,112,0.0162843035418302,0.0250682602369679,0.649598471848313,10.2966239126935,0.530175744928288,-0.0393539189338767,0.071922526017537,,,,,,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"post minus pre within level (z scale); rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","diff::bond (yield)","Fisher_z","3LMA-RVE_CR2",0.6,2705,113,112,-0.0507368760263814,0.0676266582022994,-0.750249640823687,9.12712201142565,0.472001074498158,-0.20339482216872,0.101921070115957,,,,,,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"post minus pre within level (z scale); rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","diff::rating","Fisher_z","3LMA-RVE_CR2",0.6,2705,113,112,0.0525704455755408,0.122603139394052,,4.15451387933039,,-0.28289520260058,0.388036093751662,,,,,,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,FALSE,,"descriptive [DEC-048 double rule]; post minus pre within level (z scale); rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","diff::derivativ (CDS spread)","Fisher_z","not_estimable",0.6,2705,113,112,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,"diff not estimable: one period cell empty [DEC-048]; rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C2","paris_mid","defined_classified","interaction_HTZ","F_test","3LMA-RVE_CR2",0.6,2705,113,112,,,0.388816458362449,3.09162672417754,0.70692717610632,,,,,,,,,,0.0212979678675645,2.14857631322125e-09,0.0118072642461282,,,,,,,TRUE,"c2_paris_mid_interaction_htz","H0: Paris shift equal across levels {loan (interest rate), bond (yield), rating}; rma.mv mods=~ 0 + cell(COD_instrument x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]; HTZ; num_df = 2"
"C3","levels","classified","lvl::non-sensitive","Fisher_z","3LMA-RVE_CR2",0.6,1961,78,77,-0.0616876568351082,0.0190335168143243,-3.24100151521567,69.5954273277114,0.00182880629319714,-0.0996526892338581,-0.0237226244363583,-0.451932587648293,0.328557273978076,-0.061609527698973,-0.0993241220533638,-0.0237181753668094,-0.4234862984863,0.317223828251966,0.024325640406504,2.50807421036095e-09,0.0135897150707095,,,,,,,FALSE,,"rma.mv mods=~ 0 + industry (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C3","levels","classified","lvl::sensitive","Fisher_z","3LMA-RVE_CR2",0.6,299,17,17,-0.0458452852715588,0.0154312913416634,-2.97092992780065,8.84634056884792,0.0159734983769988,-0.0808459391975389,-0.0108446313455786,-0.488883288888035,0.397192718344918,-0.0458131931947942,-0.0806702603542761,-0.0108442062342339,-0.453329663681273,0.377544384724862,0.024325640406504,2.50807421036095e-09,0.0135897150707095,,,,,,,FALSE,,"rma.mv mods=~ 0 + industry (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C3","levels","classified","pair::non-sensitive - sensitive","Fisher_z","3LMA-RVE_CR2",0.6,2260,94,93,-0.0158423715635494,0.0195981413136352,-0.808360921069961,6.78444649466885,0.446297057948712,-0.0624847654350725,0.0308000223079736,,,,,,,,0.024325640406504,2.50807421036095e-09,0.0135897150707095,,,,,,,FALSE,,"pairwise contrast (z scale); rma.mv mods=~ 0 + industry (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]"
"C3","levels","classified","levels_HTZ","F_test","3LMA-RVE_CR2",0.6,2260,94,93,,,0.653447378713076,6.78444649466885,0.446297057948712,,,,,,,,,,0.024325640406504,2.50807421036095e-09,0.0135897150707095,,,,,,,FALSE,,"H0: all level means equal; rma.mv mods=~ 0 + industry (cell means, NCE excluded); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_A classified [A.14]; HTZ; num_df = 1"
"C3","paris_mid","defined_classified","cell_pre::non-sensitive","Fisher_z","3LMA-RVE_CR2",0.6,1477,60,59,-0.064007057615122,0.0256956091887638,-2.49097256830599,58.4443773088787,0.0156005033848275,-0.115434082400449,-0.0125800328297953,,,-0.0639197903779967,-0.114924079778119,-0.0125793692447693,,,0.0252134329596303,2.56851092663998e-09,0.0136200219334466,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(industry x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C3","paris_mid","defined_classified","cell_post::non-sensitive","Fisher_z","3LMA-RVE_CR2",0.6,478,17,17,-0.0449475327164343,0.00989100095944899,-4.54428554811688,15.8761843762306,0.000337987891896939,-0.0659288160940368,-0.0239662493388317,,,-0.0449172882795206,-0.0658334596242966,-0.0239616618058808,,,0.0252134329596303,2.56851092663998e-09,0.0136200219334466,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(industry x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C3","paris_mid","defined_classified","cell_pre::sensitive","Fisher_z","3LMA-RVE_CR2",0.6,277,14,14,-0.0620556282454542,0.0190841108700566,-3.25169082636283,12.895442494284,0.0063674190644284,-0.103318350229107,-0.0207929062618017,,,-0.0619760940609575,-0.102952283049514,-0.0207899102105867,,,0.0252134329596303,2.56851092663998e-09,0.0136200219334466,,,,,,,FALSE,,"rma.mv mods=~ 0 + cell(industry x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C3","paris_mid","defined_classified","cell_post::sensitive","Fisher_z","3LMA-RVE_CR2",0.6,22,3,3,-0.0227898974789109,0.0214979341890602,,1.53885067585601,,-0.147659916467844,0.102080121510022,,,-0.0227859527637984,-0.146596028826473,0.101727022962231,,,0.0252134329596303,2.56851092663998e-09,0.0136200219334466,,,,,,,FALSE,,"descriptive [DEC-048 double rule]; rma.mv mods=~ 0 + cell(industry x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C3","paris_mid","defined_classified","diff::non-sensitive","Fisher_z","3LMA-RVE_CR2",0.6,2254,93,92,0.0190595248986877,0.0275335473842638,0.692229178924498,25.7714433378161,0.494983781066147,-0.0375609310649649,0.0756799808623403,,,,,,,,0.0252134329596303,2.56851092663998e-09,0.0136200219334466,,,,,,,FALSE,,"post minus pre within level (z scale); rma.mv mods=~ 0 + cell(industry x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
"C3","paris_mid","defined_classified","diff::sensitive","Fisher_z","3LMA-RVE_CR2",0.6,2254,93,92,0.0392657307665433,0.0287465556562482,,3.82125579958202,,-0.0420416508234171,0.120573112356504,,,,,,,,0.0252134329596303,2.56851092663998e-09,0.0136200219334466,,,,,,,FALSE,,"descriptive [DEC-048 double rule]; post minus pre within level (z scale); rma.mv mods=~ 0 + cell(industry x pp_mid_lag0), nonempty cells; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain = M_B period+classified [A.14]"
