analysis_id,spec,subset,term,metric,estimator,rho,k_es,k_study,k_cluster,est_z,se_z,t_stat,df,p,ci_lb_z,ci_ub_z,pi_lb_z,pi_ub_z,est_r,ci_lb_r,ci_ub_r,pi_lb_r,pi_ub_r,sigma2_cluster,sigma2_study,sigma2_esid,pct_cluster,pct_study,pct_esid,pct_sampling,typical_v,value,ms_input,ms_label,note
H1,own_x1.0,defined,power_delta_0.04,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,0.2384,FALSE,,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x1.0,defined,power_delta_0.05,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,0.3532,FALSE,,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x1.0,defined,power_delta_0.06,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,0.4792,FALSE,,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x1.0,defined,power_delta_0.07,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,0.6112,FALSE,,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x1.0,defined,power_delta_0.08,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,0.7304,FALSE,,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x1.0,defined,mde_power80,Fisher_z,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,,TRUE,h1_mde_primary,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]; MDE = smallest delta with power >= .80, linear interpolation on the 9-point grid; NA = above grid ceiling 0.08"
H1,own_x1.0,defined,mde_power90,Fisher_z,3LMA-RVE_CR2,0.6,2705,,112,,,,11.81936075709822,,,,,,,,,,,,,,,,,,,,FALSE,,"H1 scenario own_x1.0: fixed VC (cluster/study/esid) = 0.0197455/1.02092e-09/0.0118832 (= T1/A2 components x 1.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]; co-reported 90% criterion"
H1,own_x2.0,defined,power_delta_0.00,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.0364,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.01,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.0426,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.02,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.0638,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.03,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.0936,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.04,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.1446,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.05,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.2014,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.06,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.278,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.07,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.358,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,power_delta_0.08,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,0.4476,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,own_x2.0,defined,mde_power80,Fisher_z,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]; MDE = smallest delta with power >= .80, linear interpolation on the 9-point grid; NA = above grid ceiling 0.08"
H1,own_x2.0,defined,mde_power90,Fisher_z,3LMA-RVE_CR2,0.6,2705,,112,,,,11.975627774319879,,,,,,,,,,,,,,,,,,,,FALSE,,"H1 scenario own_x2.0: fixed VC (cluster/study/esid) = 0.0394911/2.04184e-09/0.0237664 (= T1/A2 components x 2.0); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]; co-reported 90% criterion"
H1,coe_x0.5,defined,power_delta_0.00,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,0.039,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.01,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,0.8244,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.02,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.03,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.04,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.05,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.06,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.07,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,power_delta_0.08,count,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x0.5,defined,mde_power80,Fisher_z,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,0.009689330277565572,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]; MDE = smallest delta with power >= .80, linear interpolation on the 9-point grid; NA = above grid ceiling 0.08"
H1,coe_x0.5,defined,mde_power90,Fisher_z,3LMA-RVE_CR2,0.6,2705,,112,,,,12.748854875187643,,,,,,,,,,,,,,,,,,,0.014305239179954443,FALSE,,"H1 scenario coe_x0.5: fixed VC (cluster/study/esid) = 0.00013994/7.23543e-12/8.4218e-05 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 0.5, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]; co-reported 90% criterion"
H1,coe_x1.0,defined,power_delta_0.00,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,0.0332,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.01,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,0.5816,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.02,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,0.9906,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.03,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.04,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.05,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.06,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
H1,coe_x1.0,defined,power_delta_0.07,count,3LMA-RVE_CR2,0.6,2705,,112,,,,11.076163688947947,,,,,,,,,,,,,,,,,,,1,FALSE,,"H1 scenario coe_x1.0: fixed VC (cluster/study/esid) = 0.00027988/1.44709e-11/0.000168436 (one-level lower bound: tau2_COE = (0.083/3.92)^2 x 1.0, allocated by T1/A2 proportions [S4]); design X = [1, pp_mid] on 2,705/112; CR2/Satterthwaite two-sided alpha=.05, df precomputed y-free; delta enters as noncentral shift of one B=5000 stream [DEC-045/H-Q14/R1]"
